sentence_id,text_sentence,president,cluster,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18
Moon_0021,"산림교육의 활성화에 관한 법률, 목재의 지속가능한 이용에 관한 법률, 산림복지 진흥에 관한 법률 등 산림에서 의 미래 「 JH 찾겠습니",Moon,6,6.9026594,9.714774,1.9675281,0.44320494,5.9789114,4.0975757,5.272929,3.4928718,3.3824227,5.458101,3.8635933,4.426584,2.6272278,4.786156,3.7491856,2.5455408,4.2393656,3.0004125
Moon_0022,"산림교육의 활성화에 관한 법률, 목재의 지속가능한 이용에 관한 법률, 산림복지 진흥에 관한 법률 등 산림에서 의 미래 「 JH 찾겠습니",Moon,6,6.9026594,9.714774,1.9675281,0.44320494,5.9789114,4.0975757,5.272929,3.4928718,3.3824227,5.458101,3.8635933,4.426584,2.6272278,4.786156,3.7491856,2.5455408,4.2393656,3.0004125
Moon_0023,"산림교육의 활성화에 관한 법률, 목재의 지속가능한 이용에 관한 법률, 산림복지 진흥에 관한 법률 등 산림에서 의 미래 「 JH 찾겠습니",Moon,6,6.9026594,9.714774,1.9675281,0.44320494,5.9789114,4.0975757,5.272929,3.4928718,3.3824227,5.458101,3.8635933,4.426584,2.6272278,4.786156,3.7491856,2.5455408,4.2393656,3.0004125
Moon_0076,탈바꿈 둘레길을 조성해 환경벨트 TS :: 지역공동체와 연계된 사회적 일자리 창출 ! 서울을 이끔니다,Moon,6,2.0976398,5.707834,3.6001525,3.1753387,5.235796,3.6233165,4.168932,2.6976638,3.4221323,4.6505575,2.8192842,4.0046,2.6853356,3.2802386,3.2519808,2.2811816,4.0079966,3.1365385
Moon_0077,친환경에너지를 활용한 에너지 자립도 향상,Moon,6,3.2019632,8.069434,2.1592844,1.2245759,4.531494,4.6154213,4.5388155,3.3489604,3.2561064,5.484534,3.5315337,4.0083184,2.361898,4.2539206,3.9012299,2.6565855,4.2026744,3.1041322
Moon_0105,대규모투자유치로 지역경제 선도.해외관광객 유치와일자리 막대한경제효과창출 세계 최초 해안형 '새만금 수목원 조성(~) 근대역사문화관광벨트 도시재생과 연계 원도심 도시재생선도사업 도심 특화거리조성을 동한원 원 eA “aaj eu we sa,Moon,6,4.846122,7.705122,3.2968657,2.7458549,6.1109715,3.8269022,4.9633474,3.1026173,3.7888153,5.2464695,3.6003394,4.772519,2.9459357,4.2507253,3.6324792,2.8166056,4.4646344,3.6328406
Moon_0111,스마트 산업단지로 탈바꿈 :: 문화관광 일자리 창출 력 있는 새로운 인구 유입 대비해 수궁동의 오래된 :: 활력 na 빅 빌라들의 재건 a Pha 개봉역 남부 역세상권의 활성화와 일자리 증가 연계 ㄱ ㅁㅜ KBS 송신소 부지 개발과 창의적성 oO H 으 즈 푸른수목원과 항동 철길을,Moon,6,4.374852,6.3643684,4.008721,2.8681793,6.5108557,2.9507325,4.82306,2.9572554,3.664741,4.899378,3.1715798,4.667408,2.8641572,3.9323196,3.2906113,2.6540205,4.2442055,3.486506
Moon_0118,바이오 부품소재 신에너지신업 육성 극한엔지니어링 연구단지 조성(영일만산단,Moon,6,3.5989087,9.424564,2.0914128,0.5097375,5.4487324,5.4109325,5.158698,3.7253752,3.637007,6.2470503,4.3187323,4.9012504,2.544868,5.0829086,4.409527,3.29256,4.6588387,3.6987042
Moon_0131,웰빙 환경도시 철마 고부가가치 농축산산업과 친환경 생태도시로 자리매김합니 oF 의!,Moon,6,3.7305124,7.724293,3.2145765,2.1957252,6.1199303,4.317759,4.9060583,3.2323532,3.599658,5.4211025,3.4969504,4.568977,2.8287263,4.166397,3.7376804,2.645165,4.4664955,3.3698783
Moon_0153,신재생에너지산업 육성 x | rik 서귀포가 제주의 발전을 주도하는 시대를 열겠습니,Moon,6,6.958659,7.287891,2.3670623,2.555051,5.537241,3.1111856,4.644148,3.1205602,3.3659346,4.6879053,3.321614,4.110436,2.7745862,4.0498166,3.2762628,2.2292342,4.1929812,2.944141
Moon_0175,시민들의 휴식공간 쌈지공원 보존 : 안양천변 도로개설 부분 확보 근 더 편리하게,Moon,6,3.7716832,5.5952034,4.1503887,2.5819325,5.804531,2.3772004,4.4418697,2.772729,3.4728441,5.0854135,3.3227525,4.600039,2.7152214,4.1938043,3.4670534,3.2621708,4.052148,3.830893
Moon_0181,친환경 자동차 부품산업 전용산단 육성,Moon,6,3.510455,7.4239326,3.8474567,3.366255,6.0449085,4.4433904,5.052127,3.4596214,3.9867578,5.9690332,3.5876834,4.7533717,3.0918608,4.3596196,4.1327457,2.8850436,4.9447823,3.726108
Moon_0187,"x & © ay 디 마을도서 | 주택난 해소로 청년을 은 지원방안 마련 | 북한산 alee 및 휴 | 마을공동체 활성화 자 | 은평 대 경제권역 전략 수 | 구파발역 신상권 지역주민 | 자영업자에게 혜택과 활력을 | 신분당선, GIX 노선공유 [원 [ | 북한산 큰 숲",Moon,6,4.6942263,6.1693687,3.8499703,1.5815892,6.9089966,3.7165935,4.561207,3.209805,3.3314106,4.8847756,3.185667,4.6033483,2.879221,4.0913653,3.2928357,2.5690522,4.149882,3.2372837
Moon_0190,선의 지하차도화를 진행하고 그 일대를 문화예술 공원으로 조성하겠습니,Moon,6,4.900189,7.3557405,3.8555584,2.6362045,5.8664255,3.989412,4.758134,3.2545881,3.8098462,5.565016,3.8437092,5.1708317,2.9034219,4.808564,3.8785362,3.5615625,4.6127787,4.302795
Moon_0201,대기업을 유치해 부산지역 영서식품산업체와 연계해 수산식품 산업단지 조성 글로벌 i 수산기업 및 수산식품 관련 대기업을 유 st 감천항 제수신물도매시장과 연계하여 수산전문 전시컨벤션 기능 포함한 복합 비지니스 업무단지 조성 수산테마공원과 부산어묵 체험마을을 조성하여 부산의 명소로 개발,Moon,6,4.9152493,8.344708,3.8593822,3.117039,6.5329256,5.063804,5.247673,3.597602,4.2581625,5.9144583,4.0971594,5.4633284,3.2508273,4.8922915,4.1797233,3.4203632,5.1098537,4.3474035
Moon_0202,대기업을 유치해 부산지역 영서식품산업체와 연계해 수산식품 산업단지 조성 글로벌 i 수산기업 및 수산식품 관련 대기업을 유 st 감천항 제수신물도매시장과 연계하여 수산전문 전시컨벤션 기능 포함한 복합 비지니스 업무단지 조성 수산테마공원과 부산어묵 체험마을을 조성하여 부산의 명소로 개발,Moon,6,4.9152493,8.344708,3.8593822,3.117039,6.5329256,5.063804,5.247673,3.597602,4.2581625,5.9144583,4.0971594,5.4633284,3.2508273,4.8922915,4.1797233,3.4203632,5.1098537,4.3474035
Moon_0210,청계산 대왕저수지 (맛 물 숲) 명품 휴양공간 조성,Moon,6,5.3251805,6.868319,3.7181673,2.4235916,6.4703646,4.0902777,4.892889,3.640123,3.6896992,5.764572,3.7360878,4.9727955,3.0161834,4.7694707,3.9707785,3.1112292,4.818578,3.8234072
Moon_0217,정자동 카페거리 명품화 지원 및 녹지 조성,Moon,6,6.165846,7.6746645,2.9897037,3.2292447,4.9798355,4.83042,4.1472664,3.0323567,3.5902362,5.008124,3.57939,4.5013757,3.0683956,4.3635902,3.6439743,2.8225307,4.440828,3.7313108
Moon_0254,"자동차 전용 임대산단 조성, 친환경 자동차 혁신 클러스터 조성, 특화분야 유망기술 개발",Moon,6,4.5485353,6.5788445,3.3441367,3.368856,5.0324984,3.7347345,4.4470296,3.179658,3.5990899,5.209717,3.2788935,4.2211957,2.836863,4.0735726,3.6925106,2.7066617,4.463618,3.4707375
Moon_0255,광명의 새로운 관광자원 개발 주민 소득 증대 배수지 옆 주치장 및 쳐육공원 신설 를 광명~서울 고속도로 지하화!,Moon,6,2.938295,5.7811112,4.1519194,3.1164708,5.8648033,3.1897306,4.51857,2.8506556,3.5633914,4.8558784,2.8565156,4.2438555,2.8002462,3.5424676,3.2848883,2.3998532,4.1255994,3.22688
Moon_0263,"신재생타운법」 제정 추진 고품격 주택단지의 재구성은 아파트 이상의 주거환경과 가치를 보장할 것임 률 상향을 통한 주거환경 개선, 공공시설 확보, 도로 확장, 공용주차장 구축 등 추진 그 ㅇ © 예술가와 설계사가 협업을 통해 주택 및 공공시설 무료설계 지원, 아름다운 마을 가꾸기",Moon,6,1.4930494,4.709296,3.2887006,1.1614221,5.297517,3.23221,4.0705214,3.0170054,3.275827,5.3473244,3.8389678,4.826901,2.3155012,4.3834014,3.7366285,3.696562,3.9788983,3.9859405
Moon_0269,이미 부지의 %는 공원화 하기로 결정되었습니,Moon,6,2.9275546,6.0859113,3.1164582,2.2012482,4.310993,2.7359176,4.4691257,3.076663,3.3324363,4.639132,2.9909358,3.9345012,2.1024451,3.7108774,3.2468243,2.7506356,3.893405,3.2196245
Moon_0278,"# 야간경관조명, 고사분수 및 수상공연장 설치 ㅁ여주 도자세상을 리모델링해 창조센터 건립 #당남섬 국제대학가요제 활성화 및 국제열기구 대회유치 책 읽는 마을, 숲 치유센터 건립 #체육시설화충(음면동별 체육관 완비, 능서 테니스장 확장, 탁구전용 체육관 건립, 양섬 야구장 확장,",Moon,6,4.3010626,8.03184,4.2696085,2.486916,7.524394,3.9028823,5.587186,3.3927455,4.2522783,6.0876646,4.1950784,5.739267,3.203166,4.9532394,4.1304235,3.655839,4.905181,4.432541
Moon_0279,"# 야간경관조명, 고사분수 및 수상공연장 설치 ㅁ여주 도자세상을 리모델링해 창조센터 건립 #당남섬 국제대학가요제 활성화 및 국제열기구 대회유치 책 읽는 마을, 숲 치유센터 건립 #체육시설화충(음면동별 체육관 완비, 능서 테니스장 확장, 탁구전용 체육관 건립, 양섬 야구장 확장,",Moon,6,4.3010626,8.03184,4.2696085,2.486916,7.524394,3.9028823,5.587186,3.3927455,4.2522783,6.0876646,4.1950784,5.739267,3.203166,4.9532394,4.1304235,3.655839,4.905181,4.432541
Moon_0283,서창천 생태복원 사업(풍암호수 수질개선) 억원,Moon,6,3.9354043,4.039195,3.1398451,1.924982,5.848795,2.81287,4.050235,3.2827573,3.0174088,4.7773757,2.9960918,3.9466834,2.6007504,3.6947584,3.256281,2.3133614,3.9820352,2.8463836
Moon_0296,"년 서부간선도로 지하화 완공으 구로와 안양천을 한 몸으로 잇는 안양천 숲길 공원 탄생 년 구로기지창 광명 이전 주진, 구로공구상가 리모델링으로 공원형 관광 명소로 탈바꿈, 구로디지털단지의 첨단 복합 문화공간 탄생 이제 명실상부 서울 서남권 Hy FEE 박영선의",Moon,6,5.475745,5.98095,3.7679107,1.6081791,7.116789,2.7868135,4.6907463,3.0558276,3.407272,4.8686504,3.4535608,4.909239,2.838828,4.3296423,3.2321725,2.9370127,4.06961,3.5639
Moon_0297,중앙공원을 걷기 편한 공원으로 리모델링 수내 공원 내 도서관과 다목적체육관 건립 수내동 복합 주민센터 신축추진 신해철 명품거리 조성,Moon,6,2.5123436,5.591354,4.3817043,2.1888933,6.0750313,3.377768,4.5867796,3.168271,3.7884629,5.85197,3.9623806,5.3575754,2.7790298,4.811918,4.029777,4.02456,4.5034237,4.524024
Moon_0309,공단차단녹지를주민휴 (가족 바베큐장 설치 포 으 브 m r a,Moon,6,6.7136507,7.0903325,2.3322725,1.5881642,5.095278,3.1758633,4.04077,2.753653,2.7986906,4.5988464,3.1012216,3.7327538,2.6027384,4.093194,3.1632953,2.2318199,3.7401028,2.7647161
Moon_0311,"© '공공임대주택분양전환가제한특별법, 최무선마련 @분당재건축의시작 맞춤형 리모델링사업중단없는 추진 @직장인근로자들을위한임대주택마련 @탄천지상테마공원조기완공 @ 백련유원지조기개발 @서판교소방서신설 분당 판교를 청년창업과 TAY 발전의 메카로 키우겠습니다",Moon,6,1.7587209,6.3444643,3.7909439,2.8291295,4.6124554,3.7753136,4.4895124,3.1070566,3.8329966,5.562243,3.705214,4.659104,2.586491,4.299908,4.0141277,3.5471122,4.42218,4.135776
Moon_0323,:체육활동이 가능한 생활공원 조성(정명약수터) 즈 츠 A 지역경제 SU SLE 소사권역,Moon,6,3.5994296,8.100962,2.976147,1.6711682,6.5341616,3.348959,5.284541,2.9999661,3.6607282,5.1963844,3.6527274,4.8454556,2.5996785,4.1677375,3.5119362,2.902894,4.2089906,3.5174255
Moon_0348,"구 oer 신재생에너지, 이제 al 아니라 Sa ; ; OIL 바이오에너지 HIZO 등 등 신재생에너지로 만드는 까끗한 환경!",Moon,6,4.9087105,7.4225335,2.825768,2.2453592,5.181587,4.1334324,4.6082773,3.4076376,3.4598472,5.729034,3.7115862,4.4003005,2.7762437,4.609674,4.029362,2.9263864,4.5830717,3.493487
Moon_0350,운정 호수공원 리모델링 및 빚축제 유치,Moon,6,5.286144,7.4342566,3.5919948,1.766214,6.3341675,3.664397,5.336627,3.8435473,3.9395716,6.1149077,4.162462,5.2402773,2.8604922,5.1454973,4.181197,3.5509353,4.843244,4.0521975
Moon_0370,"별천지공원 리모델링 고속도로 및 주민복합센터 건립 Alea} 만덕을 직통으로 연결하는 대심도 주민공동작업장, 공동육아, 공구도서관, SES 건설해 기존 분 소요되는 거리 생활체육시설, 동아리방 SS IE 주민 를 분으로 줄이겠습니",Moon,6,3.9803066,4.4049773,2.9683778,2.7469146,3.3601916,3.5822532,3.0191789,2.6016784,3.047841,4.5201554,3.2597792,3.8277388,2.5837822,3.9312143,3.3786845,3.1337526,3.7467275,3.6177397
Moon_0373,수변을 이용한 자전거도로 및 및 생태공원 조성,Moon,6,4.4641023,3.951171,2.868404,1.855726,3.9368935,2.1028333,3.391208,2.7475567,2.8270533,4.161037,3.0272853,3.650144,2.2553535,3.8026853,3.0121322,2.9110947,3.395727,3.2193384
Moon_0374,용현녹지 체육공원 문화예술 공간 조성,Moon,6,4.437781,7.5657024,3.7245576,1.7079538,6.5963926,3.282586,4.9638004,2.9326062,3.5693138,5.0637617,3.520483,5.009928,2.6798434,4.391533,3.394126,3.164411,4.1089272,3.8340192
Moon_0386,"철회유도(김경협 oto 부천 숙원사업 화장장(화성) 정부 심의 통고 공식 계획 빌표 억원 경제기반 도시재생 일자리 종 억원(국비 억원)투입계획 경제기반형 도시재생 선 | | 춘의<원미공업지역 디지 전거 주차장, 억 원) 어린이 천문대, 천문교육시설, 녹지 조성 |",Moon,6,2.8462975,6.9494624,5.1757703,3.0231726,6.550802,3.570347,5.1457844,3.2160854,4.016085,5.9140687,3.4565256,5.149552,2.9749408,4.5313754,3.9806924,3.4100444,4.720461,4.2259216
Moon_0392,"율곡학진흥원, 소프트웨어 체험관, 해중공원을 조성하여 다양한 관광객을 유치하겠습니다",Moon,6,3.241628,5.2076063,4.3843837,2.7526975,5.9895287,3.9572856,3.8784947,2.7715812,3.4355264,5.061145,3.30178,4.622725,3.0735984,4.131575,3.5492964,3.1344192,4.1603026,3.8754315
Moon_0399,도심공원 조성 포동 스포츠파크 기반시설 마련 체육공원 조성,Moon,6,1.682716,6.692602,3.9564273,2.2594316,5.902833,4.128172,4.916712,3.3813806,3.997903,6.1022305,4.155776,5.3652306,2.7601252,4.793679,4.2760463,4.017531,4.720396,4.551958
Moon_0402,화포천 습지생태학습관의 기능을 보강해 관광객 유치를 증대하겠습니,Moon,6,3.2653563,5.9656906,4.6736054,3.0666962,6.694084,2.90374,4.9078264,3.0401778,3.7191398,5.337284,3.0952713,4.6758904,2.935707,3.9628677,3.5338717,2.7634315,4.3884516,3.5766273
Moon_0403,우리동네 골목까지 살기 좋은 창원 = oC 주치장 확충 및 테니스장 설치 주치장 확충 창원청년센터 건립 산업역사문화박물관 건립 ＊ 내동초 체육관 건립 반송동 | _ teaneeee 생태친화적 주거환경으로 디지인된 = Ox 사파지구 재개발 사업 추진 귀곡~행암(국도호선),Moon,6,5.428159,7.1115594,3.7819188,1.8971959,7.079317,3.4852314,5.1596813,3.4741135,3.6636279,5.667947,3.7346435,5.0895925,2.9464126,4.752848,3.795607,3.0748324,4.628962,3.721068
Moon_0417,수색변전소 지중화와 상업 주거 종합문화 체육공원조성,Moon,6,3.319076,8.6175375,3.8139598,2.3418765,6.884369,4.2677426,5.6898746,3.5144043,4.1837664,6.2023473,4.078199,5.3899374,2.9702911,4.76634,4.219037,3.3839192,4.908193,4.1312304
Moon_0423,한양공원 창의놀이터 조성 완료 ! Sie,Moon,6,5.9025164,8.045404,3.7667434,2.2191207,6.697109,3.3233745,5.1874676,3.1180868,3.7697196,5.5980086,3.7731183,5.075598,3.0092378,4.7706966,3.7426844,3.1837404,4.489484,3.881875
Moon_0425,"이들 개 도심 하천 변이 자전거 길과 수변문화공원, 조깅코스, 자연 생태학습장 등으로 조성되면 서부산권 주민들의 휴식 으로 탈바꿈할 것으로 기대된",Moon,6,2.9223185,4.263794,3.4359717,2.2218993,4.1934314,2.264942,3.6934078,2.6695461,3.2100778,4.7435913,3.449238,4.35177,2.3005042,4.1518073,3.4041004,3.6039782,3.7623136,3.9386892
Moon_0427,"제일시장, 관광문화시장으로 재도약 문화와 여가를 즐길 수 있는 광진 나 련봉공원, 놀이시설과 체육시설 확충 랑천, 산책길과 자전거도로를 정비, 안전한 어린이 물놀이시설 설치 추진 b [도 ox!",Moon,6,4.5904675,6.7338834,3.4622364,2.3341417,6.3119507,3.1024036,4.924732,3.1456814,3.707048,5.298771,3.7362344,4.96156,2.797937,4.441193,3.6288285,3.1840835,4.410592,3.8333983
Moon_0442,"철도폐선부지 웰빙공원 소성 등 현안해결 o 참조기 금어기 조정, 불법조업중국어선 단속 강화, 목포 저소득층주거지역 『바관교체사업 년 연장, 목포신 호님센<증차 증편,신 수협목포무선통신국 신축, 수산식품지원센터 건립, 서남권해 a as 항 포항 내 갈치 [이용 |S}",Moon,6,5.083439,7.1406374,2.8051484,1.5715066,5.619437,3.350444,4.6045847,3.1018062,3.290226,5.1328,3.5387414,4.373642,2.5983086,4.3569145,3.5450983,2.785189,4.111028,3.3296561
Moon_0449,"비산먼지와 소음으로부터 해방, 쾌적한 AMES 제서울숲 이미지 미래성장문화도시 마곡개발 완성 Ｌ사이언스파크 기공식 마곡개발의 첫삽을 E 김성태가 마무리도 책임지겠습니다!",Moon,6,3.4501622,5.1742535,4.5287867,2.46161,6.8687563,3.3394933,4.6180525,3.2845178,3.6952405,5.5318866,3.6177347,5.1524343,2.9824324,4.4736867,3.749187,3.421371,4.5093555,4.093694
Moon_0455,그 쌈지공원 자투리땅 휴식공간 골목산업 zag 자리 원 마련 (청년서) 대 ㅅ 중재 응 + 확 육복 계층 일자리 적 ol a <.,Moon,6,4.607893,7.078278,3.963037,2.526795,6.871005,3.6263163,5.100996,3.3269377,3.843177,5.7302303,3.7954714,5.1540112,3.0552678,4.650528,3.8821535,3.2324574,4.68175,3.969274
Moon_0460,체육시설과 녹지공원이 어우러진 중랑천 개발 .,Moon,6,4.517518,7.5435624,4.0764914,2.0989432,6.3990946,3.7219405,5.1767426,3.4157028,3.9723265,5.69561,3.97431,5.4102306,2.848287,4.9224386,3.92105,3.712145,4.6089525,4.363718
Moon_0464,"| og HE a 우 )무 도 | 므 OM so E "" 」 g° 모 H jor : ah i | | 건 S ro EI to we J = SEH 규제의 합리적 개선 추진 기업 간 상생 발전 및 다양한 일자리 창출 『 도심공원시설 설치 지원",Moon,6,6.205052,7.6180596,2.182763,2.032225,5.352478,3.1943429,4.687457,3.0892673,3.3186858,4.8615675,3.447188,4.1145644,2.64044,4.140769,3.385148,2.4235172,4.112097,3.012269
Moon_0468,"신분당선 복합역사 설치 문화예술 중심, 세종로공원 제예술의 전당"" 건립 서부지역 복지관 건립, 해맞이동산 어린이전용공원조성 Al Oo OP 월동 마을 통행로 엘리베이터 설치 | = 성곽마을 공동체 활성화, 도시농업 선도지역 육성 ＊ 파수꾼, 교남파출소 신축 안산 연결 친환경",Moon,6,3.789153,5.969124,4.068644,2.3641436,6.1427546,3.2207835,4.7248573,3.2937865,3.6332185,5.6031675,3.614404,4.8499827,2.8082552,4.5363603,3.8314137,3.3209553,4.471799,3.9113555
Moon_0475,SEN 둘레길 및 체육공원 조성 추진,Moon,6,4.7582517,5.61206,3.2258604,2.6963978,4.630353,2.8671749,4.1802254,3.1221185,3.4434206,4.792408,3.3820512,4.2075596,2.593892,4.1291733,3.4466772,3.1197793,4.0651383,3.6460552
Moon_0478,"교육국제화특구 지정 및 초 중 고 학교 설립 차질없이 추진 @신써계아울렛 및 유럽풍쇼핑단지조성 @문화공연시설 및 어린이 도서관(도델하우스 리모델링) @배곧 완공기념 마라톤:걷기대회, 기념음악회 추진 me a |꼬통이편 편리한 공원도시 배곧 @아파트단지에 주차장 확충 및 광역버스노선",Moon,6,2.0727437,7.956602,5.0916915,3.0007062,7.5785007,4.1651382,5.8823214,3.539494,4.6333466,6.799325,4.4185257,6.165604,3.23904,5.1866884,4.6234355,4.2175627,5.322782,5.0040655
Moon_0490,|여 개 일자리 리도 = 우량기업유 한 ㅎ K 스터 소기 구죽 러 @ 김제공항 부지 국가종자산업 클러스터 활용 @ 신재생 에너지 기 KU Oo Ho dl 그 WH 느 꽤 if 소가 떠나지 않는 도시 미,Moon,6,1.8792639,5.9599433,3.461922,3.4645672,5.100075,3.9753933,4.016321,2.501089,3.4496255,4.9325047,3.0930684,4.197733,2.8095212,3.489767,3.4664698,2.5511262,4.1473126,3.4332876
Moon_0491,|여 개 일자리 리도 = 우량기업유 한 ㅎ K 스터 소기 구죽 러 @ 김제공항 부지 국가종자산업 클러스터 활용 @ 신재생 에너지 기 KU Oo Ho dl 그 WH 느 꽤 if 소가 떠나지 않는 도시 미,Moon,6,1.8792639,5.9599433,3.461922,3.4645672,5.100075,3.9753933,4.016321,2.501089,3.4496255,4.9325047,3.0930684,4.197733,2.8095212,3.489767,3.4664698,2.5511262,4.1473126,3.433288
Moon_0500,방음 터널 억 신촌동 무궁화단지 방음벽 설치 억 등 공공 디자인을 통한 도시 미관 정비 억 GB 평촌동 대림아파트 SEAS 개선 촌 학원가 공공 디자인 개선 억 호계시장 투명 덮개 설치 억 HD SAAS 공영 주차장 및 공중화장실 억 중앙공원,Moon,6,3.4314213,4.7162347,3.9292297,2.4227111,5.2733946,2.7962952,4.159464,3.1511493,3.3956838,5.2047114,3.3184714,4.305041,2.670257,4.189766,3.6367183,3.1641417,4.1276207,3.6477218
Moon_0510,"KE, 클래식, 패션, 녹지 등 문화 쇼핑 휴식이 함께하는 공원이자 문화단지로 만들겠습니",Moon,6,3.1929808,8.519834,4.344226,2.459124,7.3599606,4.245238,5.7808714,3.510127,4.308453,6.4093494,4.2020936,5.768695,3.0856419,4.9787264,4.3349643,3.6838512,5.047408,4.4599514
Moon_0517,해운대수목원 완성 과거 쓰레기 매립장이었던 석대동 SUCHE 명품 도시숨으로 완성하여 반송주민들의 주민들의 편안한 안식처로 만들겠습니,Moon,6,3.6854265,5.997535,4.4714217,2.7967305,6.2112293,3.418583,4.8276005,3.4219847,3.8338337,5.8598447,3.669598,4.9578605,2.9615731,4.642551,4.023105,3.437138,4.6999607,4.0758243
Moon_0526,"첨 = 제차 국가 BHA 노 ㅁ 시내버스, Of 테마 생태공원 산 해 구름 [ 보.",Moon,6,2.741673,6.0174823,4.7073174,3.2803032,6.38737,3.1472912,5.077237,3.3844848,4.13152,6.211556,3.9652379,5.3153086,3.026885,4.789662,4.2732754,3.8958435,4.910983,4.520746
Moon_0528,"용산상당옆도화소공원리또델림, 유휴부지공 망 oul 재활용센터이전 [ 도화동.",Moon,6,3.823091,5.527995,4.0736585,2.6354911,5.4791403,2.7622857,4.4895544,3.1566415,3.521537,5.4124193,3.4010568,4.5406656,2.6825051,4.3998947,3.729642,3.2623982,4.333563,3.8221202
Moon_0534,"‘ Sk 류 < 비즈니스 센터' 건립을 통해 < 비즈니스 복합단지 조성 및 ‘K product 비즈니스 박람회' 개최, @.석 규모의 대공 @ 다양한 문 ㅇㅎㄴㄴㄴ © 진위천의 생태환경 연장과 석 규모의 소공연장 화 예술 공연과 시민늘이 자발적으로 '국제 웹시리즈",Moon,6,2.6289515,7.0133457,3.3759184,2.566248,6.26073,4.1301956,4.9324627,3.1924806,3.9051988,5.384657,3.8092668,5.019771,2.844059,4.2008085,3.7947817,3.2047787,4.530889,3.948833
Moon_0537,오신환은 신림선 사업의 조속한 추진을 위해 당초 예정된 정부 예산에서 억원을 추가 증액시킨 억원의 신림선 난곡선 난황동 보라바공원 uss 서울다정문 예산을 확보했습니다!,Moon,6,4.330058,4.6643195,3.383043,2.0441697,6.354663,3.2369614,4.0195284,3.065462,3.0042896,4.6440263,2.9303637,4.075447,2.7995815,3.6854978,3.1646433,2.2344625,3.9740958,2.90199
Moon_0547,예산전문가 / 교육학박사 ( 죽미령\초전 기념 평화공원 에듀파크 미니어처 등) Boss 세느강으로 오색시장 오매장터 문화관광지 조성 ‘ 추정총사업 % 총사업비 억 /치험문화관광지 「 } 아모레퍼시픽과 아름다운 오산천 가꾸기 세교~동탠) 오산천~한강 오산시민회관 재건축,Moon,6,3.4660335,6.5190663,4.6430273,2.991858,7.0254593,4.1634226,4.9888973,3.3550272,4.1577396,6.1391344,4.109072,5.6347694,3.3023133,4.908263,4.2302237,3.7916024,4.9939504,4.576626
Moon_0548,문화 체육공원 조성 갑과 | SLE 개 단지 조성 관광 김기선 행복한삶 함께만들어가겠습니,Moon,6,4.870382,9.002619,3.5231345,1.8054985,7.165863,3.8205285,5.631157,3.232212,4.058935,5.779658,4.1778436,5.5618153,2.9616542,4.899268,3.9061031,3.494714,4.62348,4.1792274
